,0,1,2,3,4
0,4171,5300.0,"""I would characterize the upcoming cold snap as highly unusual,""",['Greg Carbin'],Weather Service
0,4213,5348.0,"""Even as Confederate victories in Virginia raised doubts about the future of the Union, Congress and President Abraham Lincoln kept their eyes on the horizon, enacting three landmark laws that shaped the nation’s next chapter.""",['Abraham Lincoln'],Congress—U.S. House of Representatives
0,4216,5350.0,"In Washington, with Mr. Booker more confined to the halls of the Capitol, the press-shy Mr. Klapper has kept his emergency responder experience mostly private,",['Booker'],Architect of the Capitol
0,4241,5361.0,"""An ACE score is not the be-all and end-all,""",['Burke Harris'],Institute of Peace
0,4246,5370.0,"""providing certain things for certain industries.""",['Steve Mnuchin'],Department of the Treasury
0,4249,5372.0,"""It really is all a reflection of the tremendous progress we’ve made as a country,""",['Pence'],White House
0,4261,5388.0,"""That was not a commentary on the merits of any particular health care policy,""",['Walker'],Supreme Court of the United States
0,4300,5428.0,"""It really is all a reflection of the tremendous progress we’ve made as a country,""",['Pence'],White House
0,4320,5439.0,"""We admire Kelly’s decision to serve her country in the U.S. Senate and did not want to discourage that willingness to serve,""",['King'],U.S. Senate
0,4332,5447.0,"""Public health is the best bang for our collective buck,""",['Tom Frieden'],Centers for Disease Control and Prevention (CDC)
0,4336,5454.0,"""It really is all a reflection of the tremendous progress we’ve made as a country,""",['Pence'],White House
0,4405,5531.0,"""support for I.G.s and the statutory authority Congress has granted them.""",['James Lankford' 'Rob Portman' 'Trump'],Congress—U.S. House of Representatives
0,4407,5532.0,"""What the American people want to see is their president rising to the moment and providing real leadership during this crisis, not using our sacred national monuments as brazenly political backdrops,""",['Tom Udall'],Department of the Interior (DOI)
0,4412,5542.0,"""a former chairman of Trump’s Council of Economic Advisers with no background in infectious diseases.""",['Kevin Hassett'],White House
0,4427,5569.0,", the Forest Service did not consult with Cal Fire on its decision to suspend controlled burns.",['Cal Fire' 'McLean'],Forest Service
0,4430,5569.0,"""We will continue to prioritize the health and safety of communities and firefighters during this global and national emergency, and will also conduct prescribed fire where feasible as an important tool to protect communities,""",['Randy Moore'],Forest Service
0,4462,5600.0,"""use of simple cloth face coverings to slow the spread of the virus and help people who may have the virus and do not know it from transmitting it to others.""",['The Centers for Disease Control and Prevention'],Centers for Disease Control and Prevention (CDC)
0,4475,5615.0,"""in any election cycle I’ve seen.""",['Harry Reid' 'Reid'],Senate
0,4496,5634.0,"""We call on Congress, the Treasury Department and the Federal Reserve to provide assistance to the hotel industry to protect jobs and asset values that have been severely impaired as a result of the pandemic and the government’s actions that have followed,""",['Bennett'],Department of the Treasury
0,4499,5638.0,"""Time is not on our side,""",['Mary Coppola'],Federal Maritime Commission
0,4514,5661.0,"""The attending physician of Congress, Dr. Brian Monahan, advised House leadership that he recommends against resuming their session,""",['Brian Monahan'],Congress—U.S. House of Representatives
0,4515,5661.0,"""The governor and Alex Billioux, who is our assistant secretary of public health, both were tested for Covid-19 when they arrived and before they could go into the White House,""",['Alex Billioux'],White House
0,4538,5676.0,"""largest audience to ever witness an inauguration, period, both in person and around the globe.""",['Sean Spicer'],White House
0,4541,5678.0,"""flip the switch and get back to normal.""",['Whitmer' 'Gretchen Whitmer'],Architect of the Capitol
0,4543,5683.0,"""flip the switch and get back to normal.""",['Whitmer' 'Gretchen Whitmer'],Architect of the Capitol
0,4544,5684.0,"""largest audience to ever witness an inauguration, period, both in person and around the globe.""",['Sean Spicer'],White House
0,4548,5685.0,"""The attending physician of Congress, Dr. Brian Monahan, advised House leadership that he recommends against resuming their session,""",['Brian Monahan'],Congress—U.S. House of Representatives
0,4549,5685.0,"""The governor and Alex Billioux, who is our assistant secretary of public health, both were tested for Covid-19 when they arrived and before they could go into the White House,""",['Alex Billioux'],White House
0,4555,5695.0,"""We were pleased to be able to participate so the public could hear directly from the Attorney General about how the department is protecting public safety and combating fraud,""",['Ashley McGowan'],Department of Justice (DOJ)
0,4615,5758.0,"""And then he wanted to be Ernest Hemingway,""",['Ernest Hemingway' 'Trump'],White House
0,4616,5758.0,"""The Navy has been through Fat Leonard, the collisions, Chief Gallagher and now this,""",['Barack Obama' 'Mike Mullen' 'Mullen' 'Fat Leonard'],Navy
0,4617,5759.0,"""Delta did not notify us, but I saw online that the flights were canceled,""",['Linda'],Delta Regional Authority
0,4640,5771.0,"""He was really passionate about connecting with people especially because he took this type of tragedy so personally,""",['Eric Draper'],White House
0,4644,5775.0,"""The timing has been unfortunate,""",['Ismail'],U.S. Mission to the United Nations
0,4665,5791.0,"""utilize all of its resources to be supportive of the energy industry during the Covid-19 pandemic, including the loan program office.""",['Dan Brouillette'],Bureau of Ocean Energy Management
0,4668,5796.0,"""WE HAVE RATS LIVING IN THE ENGINE,""",['Snell'],Army Corps of Engineers
0,4690,5818.0,"""My tweet stands for itself,""",['John Lewis'],Congress—U.S. House of Representatives
0,4704,5829.0,"""That synergy was something that we wanted her to continue and add to,""",['Carla Hayden' 'Hayden'],Congress—U.S. House of Representatives
0,4718,5840.0,"""to hide from the American people.""",['Kayleigh McEnany'],White House
0,4736,5853.0,"""My tweet stands for itself,""",['John Lewis'],Congress—U.S. House of Representatives
0,4753,5863.0,"""Even with the president’s tweet on Sunday flatly denying rumors that Secretary Azar is on his way out or that he is doing anything other than an excellent job, the media is still focused on outrageous claims of palace intrigue that are only meant to distract the American people from the Trump administration’s bold leadership in response to this pandemic,""",['Judd Deere'],White House
0,4761,5870.0,"""I think it’s pretty clear if Congress wanted me to lose all of the money, that money would have been designed as subsidies and grants as opposed to credit support,""",['Mnuchin'],Congress—U.S. House of Representatives
0,4768,5879.0,"""Even with the president’s tweet on Sunday flatly denying rumors that Secretary Azar is on his way out or that he is doing anything other than an excellent job, the media is still focused on outrageous claims of palace intrigue that are only meant to distract the American people from the Trump administration’s bold leadership in response to this pandemic,""",['Judd Deere'],White House
0,4793,5900.0,"""not only with all Department of Justice offices and other federal agencies, but with state and local officials as well""",['Matthew Schneider' 'Eric Dreiband'],Department of Justice (DOJ)
0,4832,5944.0,"""We are tracking significant amounts of new trafficking activity in multiple countries, which seems to indicate that traffickers are both still very much in operation and also actively seeking ways to adapt and thrive in the new normal,""",['Tim Wittig' 'Prince William' 'Wittig'],Fish and Wildlife Service (FWS)
0,4846,5957.0,"""At this critical time for our country, and every neighborhood in every corner of Maryland, we need a full and active delegation fighting side by side to protect the health, rights and dignity of every person in our state,""",['Mfume' 'Ben Cardin'],Congress—U.S. House of Representatives
0,4856,5972.0,"""her years in the Georgia House of Representatives might work as a stepping stone to the very next political rung, but not serving as second-in-line to the most powerful position of leadership in the entire world.""",['Kimberly Ross'],House of Representatives
0,4872,5986.0,"""We will continue to make masks and face coverings available to employees, and you are also free to use your own face covering,""",['Delta'],Delta Regional Authority
0,4876,5986.0,"""unable to maintain at least six feet""",['Delta'],Delta Regional Authority
0,4877,5986.0,"""We are strongly encouraging customers to wear masks, too, and we plan to make them available,""",['Delta'],Delta Regional Authority
0,4878,5990.0,"""Customers aren’t able to select middle seats or seats next to each other, and we’re also alternating window and aisle seats when seats are in pairs,""",['Nicole Carriere'],Administrative Conference of the United States
0,4879,5990.0,"""We will continue to make masks and face coverings available to employees, and you are also free to use your own face covering,""",['Delta'],Delta Regional Authority
0,4883,5990.0,"""unable to maintain at least six feet""",['Delta'],Delta Regional Authority
0,4884,5990.0,"""We are strongly encouraging customers to wear masks, too, and we plan to make them available,""",['Delta'],Delta Regional Authority
0,4896,6002.0,"""The House has no interest in diminishing protections for employees and customers,""",['Drew Hammill'],Congress—U.S. House of Representatives
0,4897,6002.0,"""a massive tangle of federal and state laws.""",['Mitch McConnell'],Senate
0,4898,6003.0,"""It’s opening up a lot of doors,""",['Mari'],Federal Maritime Commission
0,4915,6020.0,"""Stars in the House,""",['Seth Rudetsky' 'James Wesley'],Congress—U.S. House of Representatives
0,4921,6025.0,"""This is a continuation of behavior that has become all too common, of employers being willing to use increasingly aggressive tactics to stop unionizing,""",['Barack Obama' 'Sharon Block'],National Labor Relations Board (NLRB)
0,4938,6048.0,"""I think it’s really important that the White House has put out much more specific guidance for states around testing,""",['Jen Kates'],White House
0,4941,6052.0,"""trying to impose overly restrictive regulations""",['Jack Reed' 'Trump'],Senate
0,4945,6054.0,"""To say that it is ‘free money’ to provide funds for cops, firefighters and health care workers makes McConnell the Marie Antoinette of the Senate,""",['King'],Senate
0,4981,6094.0,"""If they honestly thought that all these people who were getting sick had colds and bronchitis and pneumonia,""",['David Nystrom'],Military Postal Service Agency
0,4988,6104.0,"""Millions of people in the US who are Deaf or hard of hearing use American Sign Language to obtain the vital information the Taskforce provides,""",['Neil Romano' 'Stephanie Grisham'],White House
0,5027,6133.0,"""In many countries, detention facilities are overcrowded, in some cases dangerously so,""",['Michelle Bachelet'],U.S. Mission to the United Nations
0,5035,6146.0,"""M.L.M.s and other companies that distribute their products through networks of distributors are responsible for the product and earnings claims those distributors are making,""",['Andrew Smith'],Bureau of Consumer Financial Protection
0,5057,6163.0,"""M.L.M.s and other companies that distribute their products through networks of distributors are responsible for the product and earnings claims those distributors are making,""",['Andrew Smith'],Bureau of Consumer Financial Protection
0,5062,6168.0,"""This all wears down the government at a time when all energies should be focused on fighting the virus and shoring up the economy, which is mired in crisis given the growing unemployment, misery and hunger,""",['Sergio Olimpio Gomes'],Congress—U.S. House of Representatives
0,5065,6171.0,"""Post Malone Nirvana Tribute Livestream""",['Post Malone'],Military Postal Service Agency
0,5074,6179.0,"""Post Malone Nirvana Tribute Livestream""",['Post Malone'],Military Postal Service Agency
0,5099,6200.0,"""The military cannot do the things it needs to do to maintain readiness without bringing groups together in close proximity,""",['Andrew Milburn'],Marine Corps
0,5108,6207.0,"""The Navy leadership made the right call and Secretary Esper needs to support it,""",['George Bush' 'Navy'],Navy
0,5109,6207.0,"""after the secretary receives a written copy of the completed inquiry, he intends to thoroughly review the report and will meet again with Navy leadership to discuss next steps.""",['Navy'],Navy
0,5118,6213.0,"""The drive-by media is attempting to persuade and convince people that Donald Trump told people to drink Drano at the White House press briefing,""",['Donald Trump' 'Rush Limbaugh'],White House
0,5123,6222.0,"""President Trump has made it clear that the general election will happen on November 3rd.""",['Steve Guest'],Veterans Day National Committee
0,5147,6247.0,"""Tax giveaways for a wealthy few shouldn’t have come near a coronavirus relief bill,""",['Whitehouse'],Senate
0,5157,6253.0,"""You can see that there’s a real skew in there,""",['John Pitts' 'Pitts'],Consumer Financial Protection Bureau
0,5163,6260.0,"""unexpired bleach will be effective against coronaviruses""",['The Centers for Disease Control and Prevention'],Centers for Disease Control and Prevention (CDC)
0,5180,6269.0,"""unexpired bleach will be effective against coronaviruses""",['The Centers for Disease Control and Prevention'],Centers for Disease Control and Prevention (CDC)
0,5187,6280.0,"Speaker Nancy Pelosi has encouraged allies to float names of House members like Representatives Val Demings of Florida and Marcia Fudge of Ohio,",['Marcia Fudge' 'Nancy Pelosi'],Congress—U.S. House of Representatives
0,5189,6281.0,"""President Trump’s highest priority is the health and safety of the American people.""",['Hogan Gidley' 'Trump'],White House
0,5224,6317.0,"""for over a month now, the White House has been holding its daily coronavirus briefings,""",['Rose Garden' 'Charles Blow'],White House
0,5226,6319.0,"""Fossil fuel companies and oil-dependent countries were intensely lobbying at that I.P.C.C. meeting to try to dilute the message,""",['van Ypersele'],Fossil Energy
0,5242,6326.0,"""This seems to me like the Fed trying to pre-empt some of the issues that really plagued them in and around the financial crisis,""",['Mark Spindel'],Congress—U.S. House of Representatives
0,5243,6326.0,"""This is a significant victory for the public,""",['Bharat Ramamurti'],Court of Federal Claims
0,5302,6384.0,"""I want him to do what he thinks is right, but I disagree with him on what he is doing,""",['Trump'],White House
0,5316,6406.0,"""I want him to do what he thinks is right, but I disagree with him on what he is doing,""",['Trump'],White House
0,5323,6417.0,"""Every day the president goes to work in the White House,""",['Steve Scalise'],White House
0,5329,6420.0,"""despite all of its success stories.""",['Robert Redfield'],Centers for Disease Control and Prevention (CDC)
0,5343,6437.0,"""green jobs and sustainable growth.""",['Guterres'],U.S. Mission to the United Nations
0,5348,6443.0,"""The biggest problem with the P.P.P. is not that it was generous, it’s that Congress gave it too little money,""",['Ernie Tedeschi'],Congress—U.S. House of Representatives
0,5349,6443.0,"""We are grateful for the crisis assistance made available by Congress for our industry, and will use every dollar possible to bring our employees back to work,""",['Montgomery Bennett'],Congress—U.S. House of Representatives
0,5355,6451.0,"""are very concerned about being offshore,""",['John Boland'],Export-Import Bank of the United States
0,5410,6524.0,"""Their first impulse when you’re confronted with a crisis is to shut down immigration,""",['Barack Obama' 'Jeh Johnson'],Congress—U.S. House of Representatives
0,5412,6525.0,"""Their first impulse when you’re confronted with a crisis is to shut down immigration,""",['Barack Obama' 'Jeh Johnson'],Congress—U.S. House of Representatives
0,5463,6585.0,"""Loss of control of one’s routines, sense of normalcy, freedom, face-to-face connections and so on""",['Sim Kang' 'one'],National Institute of Mental Health (NIMH)
0,5471,6590.0,"""That sense that you have, which has marked your whole life from your own losses, of empathy, is something that we are missing right now in the White House,""",['Klobuchar'],White House
0,5489,6619.0,"""Senate Democrats are fighting for our $30 billion plan for a comprehensive national testing strategy,""",['Chuck Schumer'],Senate
0,5498,6632.0,"""Senate Democrats are fighting for our $30 billion plan for a comprehensive national testing strategy,""",['Chuck Schumer'],Senate
0,5499,6633.0,"""Congress made no distinction regarding the size of a municipality that should directly benefit from such a program,""",['Maxine Waters'],Congress—U.S. House of Representatives
0,5500,6633.0,"""no city or county in Idaho would qualify, which precludes rural communities from receiving significant and critical assistance.""",['Ian Katz'],Senate
0,5506,6641.0,"""Mortgage servicers are expected to face increased strain as millions of homeowners and renters lose jobs, are furloughed, or see reduced hours, all of which will keep them from making mortgage and rent payments, as a result of this public health crisis,""",['Sherrod Brown' 'Maxine Waters'],Senate
0,5542,6697.0,"""For schools that are closed, we are doing our very best to make sure kids are fed,""",['Sonny Perdue'],Agriculture Department (USDA)
0,5563,6708.0,"""I’m thinking really seriously about what the online experience is for our clients,""",['Amy Cappellazzo' 'Cappellazzo'],Commission of Fine Arts
0,5578,6730.0,"""For schools that are closed, we are doing our very best to make sure kids are fed,""",['Sonny Perdue'],Agriculture Department (USDA)
0,5628,6796.0,"""I’ve talked to a number of midsize businesses in our district who say a loan is not that helpful,""",['Neel Kashkari'],Court of Federal Claims
0,5640,6819.0,"""I am cautiously optimistic,""",['Patel'],Federal Executive Boards
0,5654,6841.0,"""melding medical advice, news and entertainment in a way that harms consumers.""",['Claire McCaskill'],Senate
0,5665,6859.0,"""I think legislative bodies don’t function well unless they function collectively,""",['Blunt'],Senate
0,5683,6882.0,"""I think legislative bodies don’t function well unless they function collectively,""",['Blunt'],Senate
0,5693,6899.0,"""The Senate should either fulfill its duty and vote on my nominees, or formally adjourn so I can make recess appointments,""",['Trump'],Senate
0,5694,6899.0,"""If the House will not agree to that adjournment, I will exercise my constitutional authority to adjourn both chambers of Congress.""",['Trump'],Senate
0,5695,6899.0,"""responsible for administering food security programs""",['Trump'],Senate
0,5700,6901.0,"""Yemen cannot face two fronts at the same time: a war and a pandemic,""",['Martin Griffiths'],U.S. Mission to the United Nations
0,5701,6902.0,"""This is a perfect storm of messaging,""",['Steve Israel'],Congress—U.S. House of Representatives
0,5743,6950.0,"""Only this president would try to make a pandemic and economic catastrophe all about him,""",['Ron Wyden'],Senate
0,5758,6977.0,"""This is hard for everyone,""",['Christina Foti'],U.S. Department of Education (ED)
0,5764,6985.0,"Ms. Trump and her husband, Jared Kushner, who is also a senior White House adviser, traveled with their three children to the Trump National Golf Club Bedminster in New Jersey to celebrate the first night of Passover this month,",['Jared Kushner' 'Trump'],White House
0,5768,6990.0,"""The leader pledged to find ways to confirm nominees considered mission-critical to the Covid-19 pandemic, but under Senate rules, that will take consent from Leader Schumer,""",['Chuck Schumer'],Senate
0,5773,7001.0,"""The Navy investigation now in progress should take its time and make sure we truly understand the detailed ‘ticktock’ of events that preceded the letter launched by Captain Crozier,""",['Captain Crozier'],Navy
0,5776,7009.0,"He once picked up former Defense Secretary Donald H. Rumsfeld as a fare,",['Cohen'],Defense Acquisition University
0,5802,7048.0,"""The choice is remote Congress or no Congress,""",['Daniel Schuman'],Congress—U.S. House of Representatives
0,5818,7068.0,"""You’re forced to stay in a specific area, you’re told to trust the government, you’re told food will be scarce — welcome to 1700s Native nation.""",['JAMIE AZURE'],Administration for Native Americans
0,5821,7073.0,"""The choice is remote Congress or no Congress,""",['Daniel Schuman'],Congress—U.S. House of Representatives
0,5827,7083.0,"""We welcome the news that a number of major airlines intend to participate in the Payroll Support Program,""",['Steven Mnuchin'],Department of the Treasury
0,5834,7103.0,"""federal aid has not been allocated proportionately to the impact of the virus.""",['Mitch McConnell' 'Nancy Pelosi'],Congress—U.S. House of Representatives
0,5848,7121.0,"""in solidarity with the Chinese people to condemn the actions""",['Wisconsin'],Senate
0,5853,7121.0,"""Communist Party of China deliberately and intentionally misled the world on the Wuhan coronavirus""",['Wisconsin'],Senate
0,5897,7175.0,"As of Monday, more than 4,600 lenders had been approved for more than $230 billion,",['Steven Mnuchin'],Department of the Treasury
0,5898,7175.0,"""I have spoken to the leaders of Congress in both parties about the need for this relief,""",['Hogan'],Congress—U.S. House of Representatives
0,5899,7175.0,"""We have asked the administration to weigh in so that we can break this logjam in the Senate and get this done for the American people.""",['Emily Flitter' 'Alan Rappeport'],Senate
0,5928,7208.0,"""substantially augment our public health capacity.""",['Robert Redfield'],Centers for Disease Control and Prevention (CDC)
0,5964,7267.0,"""We expect large hail, destructive winds and tornadoes,""",['Daniel Huckaby'],Weather Service
0,5965,7269.0,"""We expect large hail, destructive winds and tornadoes,""",['Daniel Huckaby'],Weather Service
0,5967,7276.0,"""We expect large hail, destructive winds and tornadoes,""",['Daniel Huckaby'],Weather Service
0,5977,7290.0,"""To the City and to the World""",['Easter Mass'],Open World Leadership Center
0,6041,7376.0,"""People need food and that’s what U.S.D.A. does,""",['Sonny Perdue'],Agriculture Department (USDA)
0,6102,7441.0,"""The numbers are so low that there will be layoffs all over the world,""",['Trump'],White House
0,6114,7453.0,"""As the C.D.C. continues to study the spread of the Covid-19, they’re recommending people wear cloth face coverings in public settings where social distancing measures can be difficult to maintain,""",['Trump'],Centers for Disease Control and Prevention (CDC)
0,6115,7453.0,"""Mrs. Trump understands and recognizes the people of this country feel uncertain right now, and wants to do all she can to educate families and children about the importance of social distancing and proper hygiene,""",['Trump'],White House
0,6152,7509.0,"""Eligible state-level issuers may use the proceeds to support additional counties and cities,""",['Fed'],Court of Federal Claims
0,6153,7509.0,"""The Fed’s role is to provide as much relief and stability as we can during this period of constrained economic activity,""",['Fed'],Court of Federal Claims
0,6175,7550.0,"""On the next bill, I intend to be far more determined and fierce on insisting on vote-by-mail,""",['Chris Coons'],Senate
0,6176,7550.0,"""We can’t allow our democracy to go down the tubes because this administration did not prepare for this pandemic,""",['Amy Klobuchar' 'Klobuchar'],Senate
0,6179,7556.0,"""We are already hearing reports from unemployment officials from around the country that it will likely take weeks to stand up a new program and disburse benefits to these newly eligible workers,""",['Eugene Scalia' 'Mark Warner'],Bureau of International Labor Affairs
0,6186,7564.0,"""On the next bill, I intend to be far more determined and fierce on insisting on vote-by-mail,""",['Chris Coons'],Senate
0,6187,7564.0,"""We can’t allow our democracy to go down the tubes because this administration did not prepare for this pandemic,""",['Amy Klobuchar' 'Klobuchar'],Senate
0,6193,7577.0,"""we hope to have an announcement this week with details on that and get it up and running as soon as we can.""",['Steven Mnuchin'],Department of the Treasury
0,6196,7579.0,"""On the next bill, I intend to be far more determined and fierce on insisting on vote-by-mail,""",['Chris Coons'],Senate
0,6197,7579.0,"""We can’t allow our democracy to go down the tubes because this administration did not prepare for this pandemic,""",['Amy Klobuchar' 'Klobuchar'],Senate
0,6214,7603.0,"""concerned about the metro area of Washington and Baltimore.""",['Deborah Birx'],White House
0,6223,7616.0,"""Todos Santos is more of a quaint village, with more of an authentic Mexican flavor to it,""",['Los Cabos' 'Todos Santos'],Agency for Global Media
0,6226,7617.0,"""We are already hearing reports from unemployment officials from around the country that it will likely take weeks to stand up a new program and disburse benefits to these newly eligible workers,""",['Eugene Scalia' 'Mark Warner'],Bureau of International Labor Affairs
0,6231,7626.0,"""He doesn’t think he should be subjected to his political enemies in supposedly apolitical oversight roles,""",['Charlie Savage' 'Peter Baker'],White House
0,6232,7626.0,"""the latest step in an abruptly unfolding White House power play against semi-independent inspectors general across the government.""",['Glenn Fine'],White House
0,6260,7679.0,"""He’s in charge, using his sensuality,""",['Shayne Oliver'],Air Force
0,6263,7682.0,"""If he is appointed special inspector general, he’s going to be, in his mind, accountable to the executive,""",['Virginia Canter'],Department of the Treasury
0,6264,7682.0,"""I remember Brian being a very solid I.G., and I think he’ll do fine with this role,""",['Tony Fratto'],White House
0,6265,7682.0,"""Brian Miller, as a member of the president’s own legal team, has worked to hide the truth from the American people and the Congress.""",['Brian Miller'],Congress—U.S. House of Representatives
0,6276,7690.0,"""If we run out of money, we’re going to go back to Congress and get more money for small business,""",['Mnuchin'],Congress—U.S. House of Representatives
0,6280,7695.0,"""ACTING SEC NAVY MUST RESIGN,""",['Barry McCaffrey'],Army
0,6283,7699.0,"""ACTING SEC NAVY MUST RESIGN,""",['Barry McCaffrey'],Army
0,6303,7728.0,"""ACTING SEC NAVY MUST RESIGN,""",['Barry McCaffrey'],Army
0,6321,7737.0,"""unexpired bleach will be effective against coronaviruses""",['The Centers for Disease Control and Prevention'],Centers for Disease Control and Prevention (CDC)
0,6336,7757.0,"""The risk is serious,""",['Steve Keller'],Smithsonian Institution
0,6346,7778.0,"""The Navy will NOT be taking away Warfighter and Navy Seal Eddie Gallagher’s Trident Pin,""",['Trump'],Navy
0,6352,7787.0,"""The state’s highest court has spoken: the governor can’t unilaterally move the date of the election,""",['Scott Fitzgerald' 'Robin Vos'],Senate
0,6360,7803.0,"""What ever happened to that phone call he told the Fake News he wanted to make to me?""",['Biden'],White House
0,6377,7840.0,"""This is the first instance of a tiger being infected with Covid-19,""",['Agriculture Department'],Agriculture Department (USDA)
0,6383,7853.0,"""a vast, trackless wasteland.""",['Michael Gerson'],White House
0,6444,7936.0,"""For too long, members of Congress like Ron Johnson have put their own personal interests before the needs of the American public, covering for Trump’s corruption and ignoring their oversight responsibilities,""",['Kyle Herrig' 'Trump' 'Ron Johnson'],Congress—U.S. House of Representatives
0,6463,7957.0,"""The Board’s lending facilities have provided a critical backstop, stabilizing and substantially improving market functioning and enhancing the flow of credit to households, businesses, and state and local governments,""",['Fed'],Access Board
0,6487,7980.0,", TAL factory loans are waived when a worker leaves for whatever reason, meaning they were not forced to stay against their will (though that would not reduce any debts accrued with agents in their home countries).
 ",['Lee'],Postal Service (USPS)
0,6490,7980.0,"""This kind of progress is important but it cannot be done alone by suppliers,""",['Lee'],Postal Service (USPS)
0,6493,7981.0,"""unilateral actions can cause confusion and produce unnecessary consequences.""",['the World Tourism Organization'],U.S. Mission to the United Nations
0,6523,8020.0,"With the Capitol closed to the public amid the coronavirus pandemic, Mr. Lewis will spend only a few hours lying in state under the Capitol dome after an invitation-only ceremony on Monday afternoon,",['Mitch McConnell' 'Nancy Pelosi'],Architect of the Capitol
0,6524,8024.0,"""It’s called Melania, Melania T.""",['Melania T'],White House
0,6527,8028.0,"""These urban spaces are growing dramatically, and these spaces are becoming the heart of the Democratic base here,""",['David Parker'],Senate
0,6567,8067.0,"""We’re also really concerned about hurricane-force gusts, which would mean winds of greater than 74 miles per hour,""",['Corpus Christi' 'Melissa Huffman'],National Weather Service
0,6586,8088.0,"""Ocasio-Cortez Defies Sexism by Shaming It on House Floor""",['Ted Yoho'],Congress—U.S. House of Representatives
0,6614,8108.0,"""Those deadlines, as you well know on Capitol Hill, always work magic in the 11th hour,""",['Mark Meadows'],White House
0,6667,8158.0,"""caps the amount an individual can receive from unemployment insurance at 100 percent of their previous wages,""",['Ken Buck' 'Ted Budd'],Congress—U.S. House of Representatives
0,6693,8187.0,"""Museum revenue disappeared overnight when the pandemic closed all cultural institutions, and sadly, many will never recover,""",['Laura Lott' 'Lott'],Holocaust Memorial Museum
0,6707,8195.0,"""Slack threatens Microsoft’s hold on business email, the cornerstone of Office, which means Slack threatens Microsoft’s lock on enterprise software,""",['Jonathan Prince'],Administrative Office of the U.S. Courts
0,6713,8205.0,"""caps the amount an individual can receive from unemployment insurance at 100 percent of their previous wages,""",['Ken Buck' 'Ted Budd'],Congress—U.S. House of Representatives
0,6714,8208.0,"""one of the lowest mortality rates in the world""",['the United States'],White House
0,6718,8208.0,"""Trust alone is insufficient to save lives,""",['Boyd'],Antitrust Division
0,6721,8212.0,"""like everybody in Palm Beach knew him.""",['Trump'],White House
0,6725,8221.0,"""at least included in the first draft,""",['John Thune'],Senate
0,6747,8244.0,"""The appropriate way to honor John Lewis is for the Senate to take up the Voting Rights Act and name it for John Lewis,""",['Pelosi' 'John Lewis'],Senate
0,6748,8244.0,"""As author and chief sponsor of the Senate bill I will be reintroducing #VRAA this week, naming it for John Lewis, my longtime partner on this,""",['John Lewis'],Senate
0,6749,8244.0,"""huge personal sacrifices to help our nation move past the sin of racism.""",['Mitch McConnell' 'John Lewis'],Senate
0,6750,8244.0,"""It seems to me it would be proper, appropriate and befitting of this body and all of Congress to now pass the reformation of the Voting Rights Act so that we could show the world that voting is still important to all people in this country,""",['Green'],Congress—U.S. House of Representatives
0,6751,8244.0,"""The law he nearly died for has been gutted by the Supreme Court,""",['Charles Schumer'],Senate
0,6752,8244.0,"""Mitch McConnell just spoke on the Senate floor about John Lewis (and quoted Dr. King) but said nothing about restoring the Voting Rights Act or taking any action to honor his legacy,""",['Vanita Gupta' 'Mitch McConnell' 'John Lewis'],Senate
0,6757,8256.0,"""His own community is not exactly a fan of this administration, and then they see Jerome up there representing the White House, and he gets a lot of blowback,""",['Francis Collins'],White House
0,6760,8257.0,"""the overwhelming majority of our flights continue to depart with multiple empty seats.""",['Charles Hobart'],Administrative Conference of the United States
0,6767,8264.0,"""It’s pretty clear that the resumption of briefings is more about Trump feeding his own ego, in an absence of other forums, and sharing his own distorted version of history directly with his base than it is about sharing fact-based updates with the American public,""",['Barack Obama' 'Jen Psaki'],White House
0,6768,8264.0,"""The pandemic is the No. 1 topic of conversation around family dinner tables and Zoom conversations, so the president is smart to ensure his message is getting into those discussions,""",['Cliff Sims'],White House
0,6784,8284.0,"""We recognize that the Senate is the backstop,""",['Scott Reed'],Senate
0,6785,8284.0,"""We could be in big trouble in the Senate,""",['Fred Zeidman'],Senate
0,6786,8284.0,"""The challenge that the Senate has is President Trump is the only one garnering any type of enthusiasm,""",['Bryan Lanza'],Senate
0,6788,8284.0,"""It’s time to wake up and get off the sidelines,""",['Todd' 'Brad Todd'],Senate
0,6795,8302.0,"""a lot of disinformation, a lot of politics.""",['da Silva' 'Robson Santos da Silva'],Army
0,6796,8305.0,"""It leaves open the question of what exactly she’d be like on the Fed,""",['Sarah Binder'],Court of Federal Claims
0,6800,8307.0,"""to expressly give managers the authority to notify the full team at their store if there is a known Covid case,""",['Discher' 'Rob Discher'],Centers for Disease Control and Prevention (CDC)
0,6824,8324.0,"""My take is that Jared Kushner believes that this is not something that the White House should get too involved in,""",['the White House' 'Jared Kushner'],White House
0,6850,8346.0,"""to doctors offices consisting of 15 practices in Wisconsin.""",['Steven Mnuchin'],Department of the Treasury
0,6858,8368.0,"""science should not stand in the way of""",['Kayleigh McEnany'],White House
0,6867,8375.0,"""It gives a voter an opportunity to know their ballot is not going to be counted,""",['Crisanta Duran'],House of Representatives
0,6888,8394.0,"""It would be troubling if the Fed had cut interest rates to zero and we were not seeing more demand for interest-rate-sensitive consumption,""",['Ernie Tedeschi'],Court of Federal Claims
0,6891,8398.0,"""White House News Conference Takes a Rambling Turn""",['Peter Baker'],White House
